Page,Visitors,Visitors (compared),Views,Views (compared),Bounce rate,Bounce rate (compared),Time on page,Time on page (compared)
https://www.ramify.fr/epargne/livret-a-plafond,657,1124,744,1237,0.85145482389,0.880357142857,89,94
https://www.ramify.fr/assurance-vie/meilleure,615,650,689,757,0.843416370107,0.821963394343,76,104
https://www.ramify.fr/epargne/plafond-atteint-pel,571,746,666,833,0.863247863248,0.880952380952,98,98
https://www.ramify.fr/pea,542,901,615,1016,0.867289719626,0.88864142539,113,126
https://www.ramify.fr/epargne/fonds-euros,485,559,535,610,0.863539445629,0.88785046729,105,100
https://www.ramify.fr/gestion-de-patrimoine/meilleur-placement-senior,479,352,540,398,0.802494802495,0.786931818182,128,129
https://www.ramify.fr/epargne/interessement-participation,463,334,511,365,0.94512195122,0.913544668588,61,73
https://www.ramify.fr/pea/succession,444,389,503,450,0.820796460177,0.836411609499,156,149
https://www.ramify.fr/assurance-vie/ou-contrat-de-capitalisation,412,485,442,542,0.850374064838,0.863543788187,111,121
https://www.ramify.fr/epargne/pea-ou-assurance-vie,401,537,457,608,0.834158415842,0.847744360902,125,129
https://www.ramify.fr/assurance-vie,390,628,440,681,0.865013774105,0.884482758621,119,107
https://www.ramify.fr/epargne/que-faire-quand-mon-ldds-est-plein,387,369,432,428,0.863402061856,0.851648351648,68,65
https://www.ramify.fr/defiscalisation/reduction-ifi,386,234,435,255,0.874074074074,0.945147679325,113,109
https://www.ramify.fr/assurance-vie/frais,365,509,414,570,0.88064516129,0.85201793722,109,115
https://www.ramify.fr/private-equity/apport-cession-150-0-b-ter,362,238,406,280,0.878706199461,0.886274509804,90,99
https://www.ramify.fr/etf,361,226,402,257,0.88036809816,0.902173913043,90,122
https://www.ramify.fr/epargne/epargne-moyenne-des-francais,359,639,427,757,0.834239130435,0.842592592593,96,91
https://www.ramify.fr/bourse/msci-world,348,477,407,532,0.82131661442,0.854117647059,97,95
https://www.ramify.fr/scpi/sortir-d-un-investissement-en-scpi,335,405,366,445,0.869047619048,0.87922705314,69,63
https://www.ramify.fr/gestion-de-patrimoine/donation,332,265,352,284,0.87987012987,0.90157480315,99,100
https://www.ramify.fr/per/plafond,326,407,354,448,0.891304347826,0.880597014925,107,102
https://www.ramify.fr/defiscalisation/reduire-supprimer-impots-revenus-locatifs,308,304,351,357,0.885714285714,0.864077669903,52,56
https://www.ramify.fr/epargne/pea-ou-compte-titres,307,578,337,665,0.872204472843,0.876897133221,118,96
https://www.ramify.fr/bourse/etf-monde,301,331,369,385,0.758007117438,0.7875,108,121
https://www.ramify.fr/epargne/ldds,299,382,331,425,0.92,0.907455012853,73,86
https://www.ramify.fr/pea/meilleur,298,627,342,733,0.885416666667,0.844006568144,89,99
https://www.ramify.fr/gestion-de-patrimoine/meilleures-banques-privees,295,218,347,250,0.816129032258,0.839622641509,94,88
https://www.ramify.fr/epargne/combien-rapportent-1-million-euros-places,285,222,308,255,0.926573426573,0.879464285714,71,74
https://www.ramify.fr/epargne/plafond-cel-atteint,269,256,305,303,0.858208955224,0.83137254902,55,63
https://www.ramify.fr/assurance-vie/unites-de-compte-ou-fonds-euros,266,423,302,458,0.876404494382,0.842857142857,106,107
https://www.ramify.fr/gestion-de-patrimoine/meilleurs-placements-financiers,265,627,311,739,0.812734082397,0.841940532081,77,74
https://www.ramify.fr/gestion-de-patrimoine/meilleurs-cabinets,260,171,286,197,0.865079365079,0.847953216374,117,128
https://www.ramify.fr/epargne/unite-de-compte,259,166,278,192,0.859437751004,0.794871794872,81,94
https://www.ramify.fr/epargne/assurance-vie-ou-per,255,426,285,476,0.873517786561,0.894117647059,119,97
https://www.ramify.fr/gestion-de-patrimoine/bspce,249,167,287,198,0.923664122137,0.904494382022,77,54
https://www.ramify.fr/epargne/compte-titres,243,276,269,303,0.819327731092,0.851301115242,106,140
https://www.ramify.fr/pea/plafond,238,299,252,324,0.84375,0.838487972509,85,107
https://www.ramify.fr/produits-structures,237,246,266,271,0.848214285714,0.837004405286,86,82
https://www.ramify.fr/bourse/etf-ou-opcvm,230,339,264,376,0.827272727273,0.766871165644,78,87
https://www.ramify.fr/epargne/investir-100000-euros,229,187,257,200,0.905172413793,0.91847826087,56,76
https://www.ramify.fr/gestion-de-patrimoine/placement-court-terme,226,182,246,203,0.860986547085,0.89375,97,98
https://www.ramify.fr/gestion-de-patrimoine/sci,222,109,250,138,0.800904977376,0.820512820513,106,163
https://www.ramify.fr//offres,221,287,241,328,0.,0.,30,27
https://www.ramify.fr/assurance-vie/meilleures-luxembourgeoises,209,185,246,217,0.798165137615,0.791666666667,119,137
https://www.ramify.fr/per/meilleur,208,161,242,177,0.832512315271,0.85534591195,91,99
https://app.ramify.fr/creer-un-compte,205,244,251,287,0.,0.,51,34
https://www.ramify.fr/gestion-de-patrimoine/family-office,203,228,218,258,0.938388625592,0.880658436214,71,76
https://www.ramify.fr/,199,202,248,246,0.,0.0909090909091,40,32
https://www.ramify.fr/epargne/taux-livret-a,196,780,223,867,0.802139037433,0.895006402049,109,63
https://www.ramify.fr/epargne/assurance-vie-ou-livret-a,192,166,206,176,0.902702702703,0.944099378882,101,79
https://www.ramify.fr/per/transfert,189,159,236,193,0.808510638298,0.798742138365,48,69
https://www.ramify.fr/scpi/meilleures,189,83,253,104,0.78612716763,0.814285714286,97,58
https://www.ramify.fr/scpi/fiscalite,175,163,208,172,0.786516853933,0.8875,137,118
https://www.ramify.fr/assurance-vie/transfert,174,226,204,252,0.841463414634,0.862559241706,112,97
https://www.ramify.fr/bourse/sp-500,173,263,206,301,0.8,0.825327510917,67,71
https://www.ramify.fr/assurance-vie/enfant-mineur,170,210,189,235,0.840236686391,0.838709677419,89,74
https://www.ramify.fr/scpi/succession,162,148,188,184,0.820512820513,0.839160839161,154,139
https://www.ramify.fr/produits/assurance-vie,160,196,194,260,0.,0.,25,26
https://www.ramify.fr/crypto/fiscalite,157,102,184,110,0.861445783133,0.87619047619,107,145
https://www.ramify.fr/scpi/assurance-vie-ou-direct,153,121,172,121,0.785234899329,0.737288135593,106,117
https://www.ramify.fr/epargne/combien-rapportent-500-000-euros-places,146,122,161,138,0.894736842105,0.928571428571,52,87
https://www.ramify.fr/produits-structures/meilleurs,138,160,152,193,0.848920863309,0.814814814815,86,102
https://www.ramify.fr/gestion-de-patrimoine/montage-holding,138,157,156,173,0.880281690141,0.890243902439,106,121
https://www.ramify.fr/epargne/combien-avoir-de-cote-a-50-ans,134,129,151,136,0.829457364341,0.884297520661,85,98
https://www.ramify.fr/contact,122,132,142,147,0.,0.0769230769231,58,76
https://www.ramify.fr/gestion-de-patrimoine/investir-immobilier-locatif,115,116,119,122,0.913793103448,0.915254237288,40,26
https://www.ramify.fr/scpi/frais,115,20,126,20,0.914285714286,0.714285714286,114,277
https://www.ramify.fr/private-equity,113,67,128,80,0.863157894737,0.75,126,99
https://www.ramify.fr/gestion-de-patrimoine/transmission,112,93,122,107,0.85393258427,0.845070422535,121,167
https://www.ramify.fr/gestion-de-patrimoine/fonds-monetaire,112,123,120,137,0.809523809524,0.897637795276,96,95
https://www.ramify.fr/scpi/fiscalite-des-scpi-internationales,111,86,125,95,0.83185840708,0.769230769231,69,75
https://www.ramify.fr/gestion-de-patrimoine/meilleurs-fonds-monetaires,110,121,121,135,0.818181818182,0.879310344828,141,90
https://app.ramify.fr/simulation/introduction,110,121,143,163,0.,0.,12,19
https://www.ramify.fr/private-equity/meilleurs-fonds,110,111,140,144,0.71,0.729166666667,67,35
https://www.ramify.fr/pea/jeune,109,132,124,140,0.88,0.905172413793,94,93
https://www.ramify.fr/epargne/alternatives-livret-a,107,265,121,292,0.901098901099,0.846153846154,71,78
https://www.ramify.fr/epargne/per-ou-pea,100,180,111,198,0.861386138614,0.838888888889,68,97
https://www.ramify.fr/gestion-de-patrimoine/opcvm,99,8,105,8,0.854166666667,0.,107,44
https://www.ramify.fr/pea/frais,95,109,101,126,0.915789473684,0.788461538462,83,107
https://www.ramify.fr/performances,95,98,122,107,0.,0.,25,16
https://www.ramify.fr/bourse/comment-investir,95,123,102,146,0.80198019802,0.735537190083,121,118
https://www.ramify.fr/epargne/combien-avoir-de-cote-a-60-ans,94,141,105,154,0.883720930233,0.923664122137,95,107
https://www.ramify.fr/avis/scpi-rivoli-avenir-patrimoine,90,97,109,110,0.852631578947,0.85,88,94
https://www.ramify.fr/epargne/combien-avoir-de-cote-40-ans,86,136,97,146,0.913580246914,0.921875,81,56
https://www.ramify.fr/private-equity/eltif,86,91,101,92,0.848837209302,0.89247311828,80,74
https://www.ramify.fr/private-equity/fcpi,85,79,86,88,0.866666666667,0.881578947368,97,98
https://www.ramify.fr/produits/per,85,104,97,115,0.,0.,27,37
https://www.ramify.fr/produits/pea,85,157,106,182,0.,0.,48,40
https://www.ramify.fr/produits/scpi,84,71,90,83,0.,0.,62,52
https://www.ramify.fr/campagnes/assurance-vie,81,87,87,93,0.,0.,31,44
https://www.ramify.fr/scpi,81,64,93,77,0.890625,0.924528301887,117,119
https://www.ramify.fr/bourse/cac-40,80,103,97,112,0.802469135802,0.814432989691,63,93
https://www.ramify.fr/assurance-vie/etf,80,118,111,181,0.706896551724,0.630952380952,107,78
https://www.ramify.fr/scpi/scpi-a-capital-variable-vs-capital-fixe,80,68,85,71,0.913580246914,0.882352941176,67,92
https://www.ramify.fr/epargne/diversifier,77,94,87,105,0.813333333333,0.701149425287,96,80
https://www.ramify.fr/gestion-de-patrimoine/proprietaire-vs-locataire-3,74,117,88,126,0.841463414634,0.913043478261,72,39
https://www.ramify.fr/epargne/placements-sans-risque,74,81,77,85,0.890625,0.883116883117,110,108
https://www.ramify.fr/avis/scpi-transitions-europe,73,49,80,50,0.80303030303,0.854166666667,92,106
https://www.ramify.fr/epargne/retraite-independant-tns,72,100,97,109,0.88,0.903225806452,81,110
https://app.ramify.fr/simulation/amount,72,81,102,132,0.,0.,10,9
https://www.ramify.fr/bourse/etf-pea-assurance-vie,72,145,76,176,0.842857142857,0.79020979021,138,204
https://www.ramify.fr/pea/gestion-pilotee,71,84,80,89,0.826923076923,0.866666666667,105,130
https://www.ramify.fr/gestion-de-patrimoine/crowdfunding-immobilier,71,105,82,118,0.808219178082,0.871287128713,140,118
https://www.ramify.fr/avis/scpi-comete,71,52,80,55,0.825396825397,0.833333333333,102,137
https://www.ramify.fr/portefeuilles/essential,70,90,94,101,0.,0.,39,24
https://app.ramify.fr/simulation/horizon,69,75,101,133,0.,0.,19,8
https://www.ramify.fr/avis/fcpr-eurazeo-private-value-europe-3,68,86,86,98,0.698412698413,0.795180722892,108,58
https://www.ramify.fr/gestion-de-patrimoine/meilleures-plateformes,68,56,81,63,0.678571428571,0.871794871795,97,87
https://www.ramify.fr/produits/compte-a-terme,67,68,71,74,0.,0.,59,49
https://www.ramify.fr/scpi/nue-propriete,66,67,70,72,0.830769230769,0.914285714286,167,136
https://app.ramify.fr/simulation/liquidity,66,74,107,145,0.,0.,10,9
https://app.ramify.fr/connexion,66,68,74,66,0.5,0.,41,30
https://app.ramify.fr/simulation/risk,66,70,127,164,0.,0.,9,7
https://app.ramify.fr/simulation/result,66,70,104,121,0.,0.,65,63
https://www.ramify.fr/fiscalite,64,60,72,66,0.,0.,20,31
https://www.ramify.fr/private-equity/fcpr-bpifrance-entreprises-2,62,50,61,53,0.8125,0.86,52,26
https://www.ramify.fr/pea/transfert,56,87,63,99,0.928571428571,0.869047619048,45,53
https://www.ramify.fr/epargne/taux-ldds,55,209,66,234,0.875,0.866336633663,43,80
https://www.ramify.fr/scpi/ou-sci,55,38,59,38,0.945454545455,0.918918918919,124,109
https://www.ramify.fr/avis/scpi-immorente,55,29,65,28,0.78,0.928571428571,103,81
https://www.ramify.fr/avis/scpi-mistral-selection,54,34,71,34,0.696428571429,0.8125,133,111
https://www.ramify.fr/avis/scpi-edmond-de-rothschild-europa,54,32,54,35,0.716981132075,0.787878787879,75,86
https://www.ramify.fr/gestion-de-patrimoine/banque-privee-en-ligne,53,53,56,58,0.84,0.78431372549,54,87
https://www.ramify.fr/pea/fiscalite,53,74,58,86,0.866666666667,0.835820895522,111,99
https://www.ramify.fr/gestion-de-patrimoine/fiscalite-expatrie,52,70,55,73,0.923076923077,0.939393939394,113,92
https://www.ramify.fr/offres,52,63,71,78,0.,0.,29,20
https://www.ramify.fr/gestion-de-patrimoine/meilleur-fonds-alternatif,51,35,56,38,0.9,0.942857142857,78,30
https://www.ramify.fr/avis/scpi-epargne-pierre,50,35,52,43,0.851063829787,0.78125,57,55
https://www.ramify.fr/per/frais,50,68,54,76,0.90243902439,0.901639344262,62,108
https://www.ramify.fr/produits/private-equity,50,75,61,82,0.,0.,45,42
https://www.ramify.fr/private-equity/fcpr,49,52,55,58,0.906976744186,0.869565217391,67,85
https://www.ramify.fr/avis/scpi-pierval-sante,49,56,59,64,0.782608695652,0.854545454545,63,91
https://www.ramify.fr/private-equity/leveraged-buy-out,49,12,59,14,0.87037037037,0.928571428571,82,4
https://www.ramify.fr/private-equity/fcpr-private-value-3,48,59,57,63,0.705882352941,0.830508474576,64,32
https://www.ramify.fr/avis/scpi-sofidynamic,47,47,56,51,0.787234042553,0.840909090909,77,88
https://www.ramify.fr/portefeuilles/elite,47,31,58,48,0.,0.,28,30
https://www.ramify.fr/assurance-vie/luxembourgeoise,47,47,48,48,0.897435897436,0.911111111111,79,97
https://www.ramify.fr/private-equity/meilleurs-fcpr,46,25,46,26,0.90625,0.615384615385,122,85
https://www.ramify.fr/private-equity/meilleurs-fonds-evergreen,46,36,58,43,0.630434782609,0.757575757576,68,115
https://www.ramify.fr/gestion-de-patrimoine/investir-art,45,52,52,59,0.863636363636,0.910714285714,88,73
https://www.ramify.fr/avis/scpi-primopierre,44,83,52,90,0.844444444444,0.878048780488,82,91
https://www.ramify.fr/assurance-vie/luxembourg-fiscalite,44,58,44,60,0.809523809524,0.892857142857,47,55
https://www.ramify.fr/epargne/preparer-retraite-40-ans,44,82,49,88,0.869565217391,0.905882352941,126,145
https://www.ramify.fr/defiscalisation,42,50,50,57,0.851851851852,0.757575757576,68,87
https://app.ramify.fr/,42,56,65,87,0.,0.,26,48
https://www.ramify.fr/avis/tikehau-european-private-credit,42,15,49,17,0.675,0.769230769231,74,39
https://www.ramify.fr/per,41,57,54,63,0.730769230769,0.863636363636,126,98
https://www.ramify.fr/epargne/compte-titres-ou-assurance-vie,41,90,43,95,0.9,0.823529411765,121,92
https://www.ramify.fr/pea/choisir,40,34,43,37,0.828571428571,0.785714285714,91,136
https://www.ramify.fr/avis/fpci-altaroc-odyssey-2025,40,60,50,82,0.609756097561,0.639344262295,57,82
https://www.ramify.fr/scpi/ou-opci,39,54,43,61,0.857142857143,0.769230769231,118,99
https://www.ramify.fr/gestion-de-patrimoine/placer-argent-rapporte-mensuellement,37,20,41,23,0.888888888889,0.894736842105,112,117
https://www.ramify.fr/gestion-de-patrimoine/placement-tresorerie-entreprise,37,17,42,21,0.756756756757,0.777777777778,107,88
https://www.ramify.fr/blog/ma-retraite-complementaire-en-tant-que-salarie-dans-le-secteur-prive,36,29,43,38,0.837837837838,0.785714285714,25,25
https://www.ramify.fr/assurance-vie/gestion-libre-ou-pilotee,35,51,38,57,0.851851851852,0.911111111111,71,65
https://www.ramify.fr/avis/fps-tikehau-private-assets,35,30,37,34,0.727272727273,0.666666666667,18,67
https://www.ramify.fr/avis/scpi-remake-live,34,26,45,34,0.655172413793,0.72,26,76
https://www.ramify.fr/epargne/combien-rapportent-50000-euros-places,34,44,35,48,0.958333333333,0.851851851852,85,126
https://www.ramify.fr/private-equity/fonds-evergreen,34,20,35,22,0.892857142857,0.947368421053,133,127
https://www.ramify.fr/assurance-vie/choisir,33,31,36,32,0.821428571429,0.818181818182,134,96
https://www.ramify.fr/crypto/ethereum,33,11,38,14,0.918918918919,0.727272727273,57,138
https://www.ramify.fr/per/gestion-pilotee,31,20,32,20,0.652173913043,0.833333333333,109,130
https://www.ramify.fr/crypto/bitcoin,31,4,31,6,0.833333333333,0.8,97,45
https://www.ramify.fr/avis/scpi-epargne-pierre-europe,31,26,36,28,0.714285714286,0.708333333333,122,165
https://www.ramify.fr/epargne/livret-bancaire,30,22,36,23,0.875,0.8125,73,97
https://www.ramify.fr/private-equity/guide-private-debt,30,26,33,26,0.896551724138,0.807692307692,55,104
https://www.ramify.fr/avis/scpi-cristal-life,29,21,32,27,0.923076923077,0.823529411765,101,89
https://www.ramify.fr/epargne/comment-investir,27,11,27,13,0.892857142857,0.7,96,110
https://www.ramify.fr/academy,27,33,33,39,0.666666666667,0.454545454545,44,17
https://www.ramify.fr/private-equity/fpci,27,18,26,22,0.739130434783,0.8125,42,24
https://www.ramify.fr/gestion-de-patrimoine/banque-privee,27,29,34,33,0.791666666667,0.758620689655,87,81
https://www.ramify.fr/crypto/etf-ethereum,26,16,31,22,0.740740740741,0.857142857143,92,80
https://www.ramify.fr/offres/ramify-black,26,34,32,36,0.,0.,33,39
https://www.ramify.fr/a-propos/team,26,23,29,26,0.,0.,11,54
https://www.ramify.fr/a-propos/fondateurs,26,24,31,27,0.,1.,24,21
https://www.ramify.fr/private-equity/meilleurs-fpci,25,15,28,17,0.818181818182,0.846153846154,147,99
https://www.ramify.fr/crypto/solana,25,21,27,22,0.92,0.666666666667,128,94
https://www.ramify.fr/gestion-de-patrimoine/placer-heritage,25,12,29,13,0.833333333333,0.8,135,115
https://www.ramify.fr/avis/scpi-epsilon-360,23,12,27,15,0.736842105263,0.636363636364,52,192
https://www.ramify.fr/produits/assurance-vie-luxembourgeoise,23,27,26,29,0.,0.,39,85
https://app.ramify.fr/deconnexion,23,31,40,50,0.,0.,350,298
https://www.ramify.fr/bourse/quand-investir,23,44,24,46,0.888888888889,0.775,131,121
https://app.ramify.fr/google-auth-success,23,40,23,42,0.,0.,62,49
https://www.ramify.fr/avis/matis,23,19,23,24,0.666666666667,0.789473684211,143,102
https://www.ramify.fr/produits/livret-epargne,23,28,25,30,0.,0.,45,33
https://www.ramify.fr/assurance-vie/rendement,21,111,24,120,0.789473684211,0.884615384615,129,72
https://www.ramify.fr/espace-presse/outil-fiscalite,19,11,21,11,0.75,0.888888888889,10,11
https://www.ramify.fr/produits/club-deal,19,15,22,16,0.,0.,36,50
https://www.ramify.fr/assurance-vie/perte-argent,19,36,21,40,0.75,0.772727272727,125,109
https://www.ramify.fr/assurance-vie/luxembourgeoise-choisir,19,9,20,10,0.875,0.5,103,17
https://www.ramify.fr/gestion-de-patrimoine/plateforme,19,5,20,5,1.,0.,22,112
https://www.ramify.fr/private-equity/marche,19,7,19,7,0.894736842105,0.857142857143,136,54
https://www.ramify.fr/campagnes/private-equity,19,17,24,19,0.,0.,77,46
https://www.ramify.fr/gestion-de-patrimoine/fonds-investissement-alternatif,19,17,23,20,0.842105263158,0.888888888889,40,88
https://www.ramify.fr/defiscalisation/niche-fiscale,18,34,19,35,0.882352941176,1.,67,95
https://www.ramify.fr/epargne/combien-avoir-de-cote-a-30-ans,18,15,19,16,0.866666666667,0.933333333333,140,88
https://www.ramify.fr/produits/produits-structures,18,31,18,35,0.,0.,31,25
https://www.ramify.fr/avis/scpi-sofidy-europe-invest,18,27,21,30,0.6875,0.88,93,29
https://www.ramify.fr/avis/fpci-wenova-transition,18,20,22,26,0.666666666667,0.666666666667,96,35
https://www.ramify.fr/gestion-de-patrimoine/club-deal-immobilier,17,18,22,26,0.764705882353,0.842105263158,77,188
https://www.ramify.fr/epargne/placement-rentable,17,31,18,35,1.,1.,132,82
https://www.ramify.fr/portefeuilles/flagship,16,13,21,18,0.,0.,35,14
https://app.ramify.fr/invest,16,17,23,24,0.,0.,146,57
https://www.ramify.fr/gestion-de-patrimoine/cash-out,16,12,18,13,0.894736842105,0.833333333333,30,311
https://www.ramify.fr/private-equity/venture-capital,15,23,18,26,1.,0.909090909091,61,180
https://www.ramify.fr/a-propos/tarifs,15,22,17,26,0.,0.,31,15
https://www.ramify.fr/avis/scpi-novaxia-neo,15,7,15,8,1.,0.571428571429,115,72
https://www.ramify.fr/avis/scpi-elevation-tertiom,14,18,16,19,0.916666666667,0.941176470588,68,60
https://www.ramify.fr/produits/crypto,14,16,16,20,0.,0.,41,27
https://www.ramify.fr/private-equity/fiscalite,14,9,17,9,0.888888888889,1.,61,151
https://www.ramify.fr/produits/assurance-vie-mineur,14,20,15,21,0.,0.,21,15
https://www.ramify.fr/scpi/scpi-fiscales,14,12,15,13,0.642857142857,1.,70,31
https://www.ramify.fr/bourse/obligations-bilan-2024-perspectives-2025,14,28,14,30,0.8,0.958333333333,41,51
https://www.ramify.fr/scpi/comment-choisir,13,4,13,4,1.,0.,45,61
https://www.ramify.fr/gestion-de-patrimoine/combiner-achat-residence-principale-et-investissement-locatif,13,24,14,27,0.916666666667,0.958333333333,90,40
https://www.ramify.fr/epargne/alternatives-ldds,12,16,11,19,0.,0.5,238,75
https://www.ramify.fr/avis/fcpr-eurazeo-entrepreneurs-club-3,12,6,15,8,0.777777777778,0.833333333333,60,97
https://www.ramify.fr/avis/fps-novaxia-one,12,11,13,11,0.75,0.909090909091,116,66
https://www.ramify.fr/avis/scpi-iroko-zen,12,6,13,6,0.666666666667,0.8,41,141
https://app.ramify.fr/patrimoine,12,17,12,23,0.,0.,114,93
https://www.ramify.fr/avis/scpi-paref-hexa,12,2,14,2,0.636363636364,1.,102,24
https://www.ramify.fr/avis/scpi-coeur-europe,12,20,14,22,0.6,0.736842105263,192,145
https://www.ramify.fr/scpi/demembrement-pleine-propriete,11,9,11,11,0.888888888889,0.75,90,165
https://www.ramify.fr/avis/scpi-kyaneos-pierre,11,5,14,8,0.727272727273,0.8,31,27
https://www.ramify.fr/private-equity/assurance-vie-ou-direct,11,4,11,5,0.875,0.5,145,14
https://app.ramify.fr/immobilier,11,11,18,24,0.,0.,18,15
https://www.ramify.fr/merci,11,11,12,13,0.,0.,10,49
https://www.ramify.fr/avis/scpi-altixia-commerces,11,3,13,3,0.777777777778,0.666666666667,116,54
https://www.ramify.fr/avis/scpi-darwin-re01,11,7,18,8,0.454545454545,0.75,77,65
https://app.ramify.fr/souscriptions,11,14,12,17,0.,0.,89,230
https://www.ramify.fr/avis/scpi-pfo,11,10,12,10,0.9,1.,35,25
https://www.ramify.fr/avis/fcpr-multi-strategies-2,11,8,11,7,0.818181818182,0.875,40,24
https://www.ramify.fr/avis/scpi-log-in,11,11,13,11,0.777777777778,0.916666666667,112,108
https://app.ramify.fr/private-equity,11,10,21,14,0.,0.,77,12
https://www.ramify.fr/avis/scpi-coeur-de-regions,11,8,14,9,0.6,1.,69,38
https://app.ramify.fr/invest/dashboard,10,9,17,18,0.,0.,32,22
https://app.ramify.fr/invest/ouverture-pea,10,17,11,17,0.,0.,14,15
https://www.ramify.fr/gestion-de-patrimoine/opci,10,8,11,10,1.,0.666666666667,64,258
https://www.ramify.fr/gestion-de-patrimoine/crowdfunding-ou-club-deal-immobilier,10,7,10,8,0.7,0.714285714286,166,43
https://www.ramify.fr/academy/articles,10,10,13,10,0.,0.,72,166
https://www.ramify.fr/scpi/scpi-a-credit,10,8,10,8,1.,0.875,87,153
https://app.ramify.fr/cash,9,4,9,6,0.,0.,47,91
https://www.ramify.fr/pea/perte,9,8,10,10,1.,0.5,31,150
https://www.ramify.fr/avis/scpi-vendome-regions,9,4,11,4,0.777777777778,1.,21,44
https://www.ramify.fr/epargne/enveloppe-fiscale,9,17,15,18,0.,0.,141,113
https://app.ramify.fr/immobilier/catalogue,9,10,19,68,0.,0.,60,35
https://www.ramify.fr/produits/credit-lombard,9,13,9,13,0.,0.,46,18
https://www.ramify.fr/finance-quantitative/calcul-performances-methodologie-ramify,9,5,9,5,1.,1.,75,38
https://www.ramify.fr/scpi/ou-crowdfunding-immobilier,9,14,9,16,0.888888888889,0.933333333333,43,132
https://www.ramify.fr/private-equity/fip,9,5,9,5,0.75,1.,28,61
https://www.ramify.fr/produits/art,8,12,9,13,0.,0.,18,18
https://www.ramify.fr/produits/personne-morale,8,3,8,3,0.,0.,13,25
https://www.ramify.fr/avis/scpi-ncap-continent,8,8,9,10,0.857142857143,0.5,99,74
https://www.ramify.fr/epargne/gestion-horizon,8,6,8,6,0.75,0.833333333333,146,178
https://www.ramify.fr/gestion-de-patrimoine/proprietaire-vs-locataire-episode-4-le-guide-pour-savoir-ce-qui-vous-correspond,8,2,8,2,0.,0.,140,26
https://www.ramify.fr/scpi/pleine-propriete,7,5,7,5,0.857142857143,1.,107,165
https://www.ramify.fr/gestion-de-patrimoine/robo-advisor,7,11,7,12,1.,1.,103,71
https://app.ramify.fr/private-equity/catalogue,7,11,28,37,0.,0.,26,72
https://www.ramify.fr/livre-blanc,7,10,11,15,0.,0.,43,115
https://app.ramify.fr/valider-email,7,11,5,7,0.,0.,27,40
https://www.ramify.fr/avis/fcpr-peqan-convictions-2023,7,3,8,3,0.714285714286,1.,33,9
https://www.ramify.fr/private-equity/secondaire,7,5,7,5,1.,0.8,94,8
https://www.ramify.fr/scpi/scpi-de-capitalisation,7,3,8,4,0.75,1.,53,44
https://www.ramify.fr/scpi/scpi-credit-vs-versements-programmes,7,5,8,5,0.8,0.8,44,45
https://www.ramify.fr/avis/fps-opale-strategies-credits-tactiques,7,6,7,9,0.714285714286,0.5,12,23
https://www.ramify.fr/per/choisir,6,9,6,9,1.,0.,62,310
https://www.ramify.fr/avis/fip-kalliste-capital-17,6,3,7,3,0.833333333333,1.,29,240
https://www.ramify.fr/newsletter,6,9,7,14,0.666666666667,0.6,63,16
https://app.ramify.fr/lounge,6,8,7,10,0.,0.,37,10
https://app.ramify.fr/fiscalite,6,6,6,8,0.,0.,10,58
https://app.ramify.fr/invest/ouverture-assurance-vie/projet,6,13,3,4,0.,0.,54,36
